Epoch: 31 | Validation Loss: 1.39483
Epoch: 32 | Validation Loss: 0.00000
Epoch: 0 | Validation Loss: 32.38200
Epoch: 0 | Validation Loss: 15.40999
Epoch: 1 | Validation Loss: 15.40999
Epoch: 2 | Validation Loss: 15.40999
Epoch: 3 | Validation Loss: 15.40999
Epoch: 4 | Validation Loss: 15.40999
Epoch: 5 | Validation Loss: 15.40999
Epoch: 6 | Validation Loss: 15.40999
Epoch: 7 | Validation Loss: 15.40999
Epoch: 8 | Validation Loss: 15.40999
